priority_rank,ticker,company,exchange,market_cap_usd,sector,cik,priority_method,filer_category,last_annual,existing_catalog_match,existing_leader_count,existing_leader_ids,existing_leader_names,existing_x_handles,research_priority,discovery_mode,target_roles,executive_name,executive_role,role_status,role_source_url,x_handle,x_check_type,x_identity_status,x_identity_source_url,x_activity_status,x_last_activity_at,recommended_categories,sp500_member,nasdaq100_member,confidence,review_status,review_notes
477,EXP,EAGLE MATERIALS INC,NYSE,,,0000918646,sec_filer_category_proxy,Large accelerated filer,2026-05-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
478,JHX,James Hardie Industries plc,NYSE,,,0001159152,sec_filer_category_proxy,Large accelerated filer,2026-05-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
479,NXT,Nextpower Inc.,NASDAQ,,,0001852131,sec_filer_category_proxy,Large accelerated filer,2026-05-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
480,UA,"Under Armour, Inc.",NYSE,,,0001336917,sec_filer_category_proxy,Large accelerated filer,2026-05-19,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
481,RBC,RBC Bearings INC,NYSE,,,0001324948,sec_filer_category_proxy,Large accelerated filer,2026-05-15,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
482,BOOT,"Boot Barn Holdings, Inc.",NYSE,,,0001610250,sec_filer_category_proxy,Large accelerated filer,2026-05-14,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
483,NTCT,NETSCOUT SYSTEMS INC,NASDAQ,,,0001078075,sec_filer_category_proxy,Large accelerated filer,2026-05-14,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
484,PBH,Prestige Consumer Healthcare Inc.,NYSE,,,0001295947,sec_filer_category_proxy,Large accelerated filer,2026-05-14,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
485,HWKN,HAWKINS INC,NASDAQ,,,0000046250,sec_filer_category_proxy,Large accelerated filer,2026-05-13,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
486,CVLT,COMMVAULT SYSTEMS INC,NASDAQ,,,0001169561,sec_filer_category_proxy,Large accelerated filer,2026-05-11,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
487,GRBK,"Green Brick Partners, Inc.",NYSE,,,0001373670,sec_filer_category_proxy,Large accelerated filer,2026-05-11,yes,18,fred-wilson|alfred-lin-private|shaun-maguire-private|dalton-caldwell-private|paul-buchheit-private|roelof-botha-private|mamoon-hamid-private|byron-deeter-private|josh-kopelman-private|hunter-walk-private|brad-feld-private|mike-volpi-private|matt-cohler-private|asheem-chandna-private|andrew-braccia-private|rich-wong-private|deedy-das-private|matt-turck-private,Fred Wilson|Alfred Lin|Shaun Maguire|Dalton Caldwell|Paul Buchheit|Roelof Botha|Mamoon Hamid|Byron Deeter|Josh Kopelman|Hunter Walk|Brad Feld|Mike Volpi|Matt Cohler|Asheem Chandna|Andrew Braccia|Rich Wong|Deedy Das|Matt Turck,fredwilson|Alfred_Lin|shaunmmaguire|daltonc|paultoo|roelofbotha|mamoonha|bdeeter|joshk|hunterwalk|bfeld|mavolpi|mattcohler|achandna|andrewbraccia|rwong|deedydas|mattturck,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
488,DCO,DUCOMMUN INC /DE/,NYSE,,,0000030305,sec_filer_category_proxy,Large accelerated filer,2026-05-08,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
489,DXC,DXC Technology Co,NYSE,,,0001688568,sec_filer_category_proxy,Large accelerated filer,2026-05-08,yes,1,balaji-srinivasan-private,Balaji Srinivasan,balajis,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
490,QRVO,"Qorvo, Inc.",NASDAQ,,,0001604778,sec_filer_category_proxy,Large accelerated filer,2026-05-08,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
491,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",NYSE,,,0001411579,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
492,ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,,,0001467760,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
493,CNNE,"Cannae Holdings, Inc.",NYSE,,,0001704720,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
494,COUR,"Coursera, Inc.",NYSE,,,0001651562,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
495,ECHO,EchoStar CORP,NASDAQ,,,0001415404,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
496,NMRK,"NEWMARK GROUP, INC.",NASDAQ,,,0001690680,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
497,OBK,"Origin Bancorp, Inc.",NYSE,,,0001516912,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
498,PSIX,"POWER SOLUTIONS INTERNATIONAL, INC.",NASDAQ,,,0001137091,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
499,RC,Ready Capital Corp,NYSE,,,0001527590,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
500,RNG,"RingCentral, Inc.",NYSE,,,0001384905,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
501,SEZL,Sezzle Inc.,NASDAQ,,,0001662991,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
502,DJT,Trump Media & Technology Group Corp.,NASDAQ,,,0001849635,sec_filer_category_proxy,Large accelerated filer,2026-04-30,yes,1,balaji-srinivasan-private,Balaji Srinivasan,balajis,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
503,WVE,"Wave Life Sciences, Inc.",NASDAQ,,,0001631574,sec_filer_category_proxy,Large accelerated filer,2026-04-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
504,NET,"Cloudflare, Inc.",NYSE,,,0001477333,sec_filer_category_proxy,Large accelerated filer,2026-04-29,yes,4,prince|zatlyn|evan-you|john-graham-cumming-net,Matthew Prince|Michelle Zatlyn|Evan You|John Graham-Cumming,eastdakota|zatlyn|youyuxi|jgrahamc,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
505,HHH,Howard Hughes Holdings Inc.,NYSE,,,0001981792,sec_filer_category_proxy,Large accelerated filer,2026-04-29,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
506,SHOP,SHOPIFY INC.,NASDAQ,,,0001594805,sec_filer_category_proxy,Large accelerated filer,2026-04-29,yes,3,lutke|harley-finkelstein-shop|adam-wathan-shop,Tobias Lütke|Harley Finkelstein|Adam Wathan,tobi|harleyf|adamwathan,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
507,BGC,"BGC Group, Inc.",NASDAQ,,,0001094831,sec_filer_category_proxy,Large accelerated filer,2026-04-28,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
508,BLFS,BIOLIFE SOLUTIONS INC,NASDAQ,,,0000834365,sec_filer_category_proxy,Large accelerated filer,2026-04-28,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
509,CRTO,Criteo S.A.,NASDAQ,,,0001576427,sec_filer_category_proxy,Large accelerated filer,2026-04-28,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
510,ELME,Elme Communities,NYSE,,,0000104894,sec_filer_category_proxy,Large accelerated filer,2026-04-28,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
511,ACI,"Albertsons Companies, Inc.",NYSE,,,0001646972,sec_filer_category_proxy,Large accelerated filer,2026-04-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
512,TWOD,TWO HARBORS INVESTMENT CORP.,NYSE,,,0001465740,sec_filer_category_proxy,Large accelerated filer,2026-04-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
513,APOG,"APOGEE ENTERPRISES, INC.",NASDAQ,,,0000006845,sec_filer_category_proxy,Large accelerated filer,2026-04-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
514,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,,,0001232524,sec_filer_category_proxy,Large accelerated filer,2026-04-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
515,SSTK,"Shutterstock, Inc.",NYSE,,,0001549346,sec_filer_category_proxy,Large accelerated filer,2026-04-24,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
516,CP,CANADIAN PACIFIC KANSAS CITY LTD/CN,NYSE,,,0000016875,sec_filer_category_proxy,Large accelerated filer,2026-04-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
517,HELE,HELEN OF TROY LTD,NASDAQ,,,0000916789,sec_filer_category_proxy,Large accelerated filer,2026-04-23,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
518,AZZ,AZZ INC,NYSE,,,0000008947,sec_filer_category_proxy,Large accelerated filer,2026-04-22,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
519,CRBD,"Corebridge Financial, Inc.",NYSE,,,0001889539,sec_filer_category_proxy,Large accelerated filer,2026-04-22,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
520,EQH,"Equitable Holdings, Inc.",NYSE,,,0001333986,sec_filer_category_proxy,Large accelerated filer,2026-04-21,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
521,KMX,CARMAX INC,NYSE,,,0001170010,sec_filer_category_proxy,Large accelerated filer,2026-04-15,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
522,BB,BLACKBERRY Ltd,NYSE,,,0001070235,sec_filer_category_proxy,Large accelerated filer,2026-04-09,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
523,BKE,BUCKLE INC,NYSE,,,0000885245,sec_filer_category_proxy,Large accelerated filer,2026-04-01,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
524,PPLI,People Inc,NASDAQ,,,0001800227,sec_filer_category_proxy,Large accelerated filer,2026-04-01,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
525,RH,RH,NYSE,,,0001528849,sec_filer_category_proxy,Large accelerated filer,2026-04-01,yes,1,nikita-bier-private,Nikita Bier,nikitabier,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,expand_existing,
526,URBN,URBAN OUTFITTERS INC,NASDAQ,,,0000912615,sec_filer_category_proxy,Large accelerated filer,2026-04-01,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
527,ALB-PA,ALBEMARLE CORP,NYSE,,,0000915913,sec_filer_category_proxy,Large accelerated filer,2026-03-31,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
528,PLAY,"Dave & Buster's Entertainment, Inc.",NASDAQ,,,0001525769,sec_filer_category_proxy,Large accelerated filer,2026-03-31,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
529,NCNO,"nCino, Inc.",NASDAQ,,,0001902733,sec_filer_category_proxy,Large accelerated filer,2026-03-31,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
530,PHR,"Phreesia, Inc.",NYSE,,,0001412408,sec_filer_category_proxy,Large accelerated filer,2026-03-31,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
531,PVH,PVH CORP. /DE/,NYSE,,,0000078239,sec_filer_category_proxy,Large accelerated filer,2026-03-31,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
532,AEO,AMERICAN EAGLE OUTFITTERS INC,NYSE,,,0000919012,sec_filer_category_proxy,Large accelerated filer,2026-03-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
533,AD,"ARRAY DIGITAL INFRASTRUCTURE, INC.",NYSE,,,0000821130,sec_filer_category_proxy,Large accelerated filer,2026-03-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
534,REX,REX AMERICAN RESOURCES Corp,NYSE,,,0000744187,sec_filer_category_proxy,Large accelerated filer,2026-03-30,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
535,DKS,"DICK'S SPORTING GOODS, INC.",NYSE,,,0001089063,sec_filer_category_proxy,Large accelerated filer,2026-03-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
536,DDS,"DILLARD'S, INC.",NYSE,,,0000028917,sec_filer_category_proxy,Large accelerated filer,2026-03-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
537,INVA,"Innoviva, Inc.",NASDAQ,,,0001080014,sec_filer_category_proxy,Large accelerated filer,2026-03-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
538,M,"Macy's, Inc.",NYSE,,,0000794367,sec_filer_category_proxy,Large accelerated filer,2026-03-27,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
539,ANF,ABERCROMBIE & FITCH CO /DE/,NYSE,,,0001018840,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
540,ALGT,Allegiant Travel CO,NASDAQ,,,0001362468,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
541,AGX,ARGAN INC,NYSE,,,0000100591,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
542,HASI,"HA Sustainable Infrastructure Capital, Inc.",NYSE,,,0001561894,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
543,LBTYA,Liberty Global Ltd.,NASDAQ,,,0001570585,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
544,FTI,TechnipFMC plc,NYSE,,,0001681459,sec_filer_category_proxy,Large accelerated filer,2026-03-26,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
545,BRZE,"Braze, Inc.",NASDAQ,,,0001676238,sec_filer_category_proxy,Large accelerated filer,2026-03-25,no,0,,,,research_next,multi_person_current_and_legacy,CEO|Founder & CEO|Co-founder & CEO|Founder|Co-founder|Executive Chair|President|C-suite|Former CEO|Former Chair|Former President|Former C-suite|Retired Founder|Founder Emeritus,,,,,,,,,,,,,,,needs_research,
